Comune,Provincia,Regione,Nome,Tipo,Annoinserimento,Longitudine,Latitudine
ALTRO,ALTRO,ALTRO,,Monumento,2010,13.842001,45.690617
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2012,13.5859679999999,45.8582448
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2012,13.5825669999999,45.8523305
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2012,7.062504,45.4552107
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2013,12.1998273,46.8875683999999
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2013,12.4399005,46.6908389999999
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2013,13.8917178,45.6460729
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2014,9.969287,46.3783948
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2014,12.9506967,46.6188719
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2014,12.9417224999999,46.6223020999999
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2014,7.7118746,44.0617671999999
ALTRO,ALTRO,ALTRO,,"Monumento commemorativo, sacrario",2014,13.6429116,45.9814932999999
ALTRO,ALTRO,ALTRO,Al Colonnello Costantino Bernasconi,"Monumento commemorativo, sacrario",2014,9.027847,45.8350388
ALTRO,ALTRO,ALTRO,Al Col. Pietro Mola,"Monumento commemorativo, sacrario",2015,8.98740229999999,45.8540055
ALTRO,ALTRO,ALTRO,Angelo Tarchini - Sindaco,"Monumento commemorativo, sacrario",2014,8.9974838,45.8454514
ALTRO,ALTRO,ALTRO,Arbre de la Liberté,Monumento,2011,6.9431213,44.8374437
ALTRO,ALTRO,ALTRO,Auf der Wacht,"Monumento commemorativo, sacrario",2011,13.1102731,46.5963921
ALTRO,ALTRO,ALTRO,Dessan,Monumento,2013,13.8347479999999,45.687679
ALTRO,ALTRO,ALTRO,Freundschaftszeichen,Monumento,2012,13.7141455,46.5230545
ALTRO,ALTRO,ALTRO,Freundschaftszeichen,Monumento,2012,13.7141459,46.5226583999999
ALTRO,ALTRO,ALTRO,Gedenkstein für das k.u.k. ?Kärntnerische?,"Monumento commemorativo, sacrario",2015,12.9740718,46.604222
ALTRO,ALTRO,ALTRO,Grenzstein Italia/Austria,Monumento,2014,11.5058694,47.0064804
ALTRO,ALTRO,ALTRO,Heini Klammer,"Monumento commemorativo, sacrario",2011,12.4107958,46.7180145
ALTRO,ALTRO,ALTRO,"Heinricher, Lederer, Golser, Wassermann","Monumento commemorativo, sacrario",2011,12.8807325,46.6142462999999
ALTRO,ALTRO,ALTRO,Heldenkreuz,"Monumento commemorativo, sacrario",2013,12.2002139,46.8903667
ALTRO,ALTRO,ALTRO,Kurt Schütze,"Monumento commemorativo, sacrario",2011,12.8807338,46.6142265
ALTRO,ALTRO,ALTRO,mirenski grad,Monumento,2014,13.6041086,45.8835545
ALTRO,ALTRO,ALTRO,Nepomukdenkmal,"Monumento commemorativo, sacrario",2013,12.4175019,46.7472195
ALTRO,ALTRO,ALTRO,Piramide commemorativa 1th World War,"Monumento commemorativo, sacrario",2013,13.6258738,45.9913511999999
ALTRO,ALTRO,ALTRO,Piramide commemorativa 1th World War,"Monumento commemorativo, sacrario",2013,13.626046,45.9947415
ALTRO,ALTRO,ALTRO,Querio Primo,"Monumento commemorativo, sacrario",2015,6.9116692,45.2034659999999
ALTRO,ALTRO,ALTRO,Rainis and Aspazija monument,"Monumento commemorativo, sacrario",2013,8.9774632,46.0016034
ALTRO,ALTRO,ALTRO,Saint-Bernard,Monumento,2015,6.8744958,45.670549
ALTRO,ALTRO,ALTRO,Saint-Bernard,"Monumento commemorativo, sacrario",2010,6.873531,45.6697622
ALTRO,ALTRO,ALTRO,Spomenik braniteljem Slovenije,"Monumento commemorativo, sacrario",2008,13.6160017999999,45.8724273999999
ALTRO,ALTRO,ALTRO,Statue,"Monumento commemorativo, sacrario",2015,7.5279987,43.7861221
ALTRO,ALTRO,ALTRO,Targa A Ricordo Di Luigi Einaudi,"Monumento commemorativo, sacrario",2015,7.3564264,45.9105372
Aglie',TORINO,Piemonte,Agliè ai Suoi Caduti,"Monumento commemorativo, sacrario",2014,7.7694142,45.3621314999999
Aglie',TORINO,Piemonte,Agliè ai Suoi Caduti,"Monumento commemorativo, sacrario",2014,7.768741,45.3633327
Aglie',TORINO,Piemonte,Broglio Giovanni,"Monumento commemorativo, sacrario",2014,7.7682588,45.3633823999999
Aglie',TORINO,Piemonte,Madre Luisa Vaschetti,"Monumento commemorativo, sacrario",2014,7.7665114,45.3613970999999
Aglie',TORINO,Piemonte,Partigiani dellla VI Brigata ?Giustizia e Libe,"Monumento commemorativo, sacrario",2014,7.7952838,45.3721102
Aglie',TORINO,Piemonte,Partigiano Poletto Francesco,"Monumento commemorativo, sacrario",2014,7.7690559,45.36305
Alice Superiore,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7767552,45.4600575999999
Angrogna,TORINO,Piemonte,Chanforan,Monumento,2013,7.2164597,44.8510586
Avigliana,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2012,7.397966,45.0781861
Avigliana,TORINO,Piemonte,Guerrino Nicoli,"Monumento commemorativo, sacrario",2015,7.4007239,45.0849230999999
Bairo,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7547615,45.3858115999999
Bairo,TORINO,Piemonte,Ai Caduti del 1915-1918,"Monumento commemorativo, sacrario",2014,7.7569992,45.3859526999999
Balme,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2012,7.1673264,45.3057074999999
Balme,TORINO,Piemonte,La Montanara,"Monumento commemorativo, sacrario",2012,7.1645476,45.3065451
Bardonecchia,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,6.711198,45.0711287999999
Bardonecchia,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,6.7112463,45.0710843
Bardonecchia,TORINO,Piemonte,Gruppo alpini di Bardonecchia,"Monumento commemorativo, sacrario",2015,6.7773086,45.138196
Bardonecchia,TORINO,Piemonte,Vaschetto Alberto,"Monumento commemorativo, sacrario",2014,6.7110989,45.0693619999999
Beinasco,TORINO,Piemonte,Monumento ai caduti,Monumento,2011,7.5873344,45.0230700999999
Bobbio Pellice,TORINO,Piemonte,,Monumento,2015,7.1232254,44.8075559999999
Bobbio Pellice,TORINO,Piemonte,Memoriale Patrol squadrone 23 U.S. Navy,"Monumento commemorativo, sacrario",2012,7.0409045,44.7374380999999
Bobbio Pellice,TORINO,Piemonte,Sibaud,Monumento,2012,7.1131379,44.8102877999999
Borgofranco d'Ivrea,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.8547382,45.515329
Borgone Susa,TORINO,Piemonte,Il Castlas,Monumento,2015,7.2393163,45.1241778999999
Bricherasio,TORINO,Piemonte,Eccidio Cascina Badariotti,"Monumento commemorativo, sacrario",2012,7.2806673,44.8194151
Bricherasio,TORINO,Piemonte,Filippo Brignone,Monumento,2012,7.3031294,44.8258212
Bricherasio,TORINO,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,7.3074216,44.8282760999999
Bussoleno,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.1167547,45.1362189
Buttigliera Alta,TORINO,Piemonte,Sant'Antonio di Ranverso,Monumento,2011,7.4492259,45.0810202999999
Candia Canavese,TORINO,Piemonte,Monumento ai Caduti,Monumento,2010,7.8852216,45.3275342
Carema,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,7.8123446,45.5844031999999
Carema,TORINO,Piemonte,A Ricordo dei Caduti Di Guerra 1940-1945,"Monumento commemorativo, sacrario",2015,7.8122911,45.584245
Carignano,TORINO,Piemonte,Monumento dei Caduti,"Monumento commemorativo, sacrario",2012,7.6748793,44.9071894
Carignano,TORINO,Piemonte,Torre Civica,Monumento,2016,7.6766146,44.905455
Castellamonte,TORINO,Piemonte,,Monumento,2014,7.7870462,45.4099385
Ceres,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2012,7.3840015,45.3175195
Ceres,TORINO,Piemonte,Ai Caduti,"Monumento commemorativo, sacrario",2012,7.3888617,45.3155542
Ceres,TORINO,Piemonte,ai Partigiani,"Monumento commemorativo, sacrario",2012,7.3973498,45.3039159
Chiusa di San Michele,TORINO,Piemonte,Chiusa San Michele ai suoi Caduti,"Monumento commemorativo, sacrario",2015,7.324758,45.1043679
Chivasso,TORINO,Piemonte,,Monumento,2013,7.9331246,45.1981994
Cintano,TORINO,Piemonte,Il Basilisco,Monumento,2011,7.6899086,45.4286863
Coazze,TORINO,Piemonte,Pilone Pupioun,Monumento,2016,7.263877,45.0562131
Collegno,TORINO,Piemonte,La Borgata Leumann ai suoi caduti per la libert,"Monumento commemorativo, sacrario",2015,7.5624417,45.0719926
Collegno,TORINO,Piemonte,Monumento all'Aviazione,Monumento,2013,7.6109934,45.0823562
Collegno,TORINO,Piemonte,Pollino Alfredo,"Monumento commemorativo, sacrario",2015,7.5796555,45.0730106999999
Condove,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,7.3049206,45.1147726
Condove,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,7.3014726,45.1163169
Condove,TORINO,Piemonte,Ceppo rosa dei venti,Monumento,2016,7.2775862,45.1726113
Condove,TORINO,Piemonte,Sacrario Vaccherezza,"Monumento commemorativo, sacrario",2011,7.2617689,45.1660229
Corio,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2013,7.533596,45.315843
Corio,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2013,7.5333385,45.3115425
Cumiana,TORINO,Piemonte,cippo in memoria della battaglia della Marsaglia,Monumento,2015,7.4463878,44.9419473
Cumiana,TORINO,Piemonte,Monumento ai Caduti,Monumento,2014,7.3734228,44.9521069999999
Exilles,TORINO,Piemonte,Colombano Romean - Gran Pertus,"Monumento commemorativo, sacrario",2015,6.9442009,45.1275801999999
Exilles,TORINO,Piemonte,Testa dell'Assietta,Monumento,2015,6.9501433,45.064802
Fenestrelle,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,7.0493148,45.0362835999999
Fenestrelle,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,7.0677837,45.0252546999999
Fiorano Canavese,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.8255896,45.4629668999999
Forno Canavese,TORINO,Piemonte,Monumento ai caduti,"Monumento commemorativo, sacrario",2015,7.5866436,45.3466524999999
Giaglione,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2012,6.92542,45.1561171
Giaglione,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,6.9887029,45.135527
Giaglione,TORINO,Piemonte,Cesare Lai,"Monumento commemorativo, sacrario",2015,6.9822632,45.146534
Giaglione,TORINO,Piemonte,Gentile Antonio e Mondo Antonio,"Monumento commemorativo, sacrario",2015,6.9581359,45.1431747
Giaglione,TORINO,Piemonte,Giaglione ai suoi Caduti,"Monumento commemorativo, sacrario",2014,7.0140945,45.1398040999999
Giaglione,TORINO,Piemonte,Giaglione ai suoi figli caduti per la Patria,"Monumento commemorativo, sacrario",2015,7.0156698,45.1418992999999
Giaglione,TORINO,Piemonte,Maria Bona,"Monumento commemorativo, sacrario",2014,6.986378,45.1392345
Giaglione,TORINO,Piemonte,Marzo Mosè,"Monumento commemorativo, sacrario",2015,6.9511426,45.1407189999999
Giaglione,TORINO,Piemonte,Sacchetto Giovanni,"Monumento commemorativo, sacrario",2014,6.9833397,45.1398775999999
Giaveno,TORINO,Piemonte,Arco delle Streghe,Monumento,2012,7.3553575,45.0350182999999
Gravere,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.02118,45.1238341
Gravere,TORINO,Piemonte,Ettore Olivero Pistoletto,"Monumento commemorativo, sacrario",2015,7.040355,45.1224757
Groscavallo,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2012,7.2439026,45.3661832
Grugliasco,TORINO,Piemonte,Alla città decorata,Monumento,2011,7.5784041,45.0566845
Issiglio,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7521349,45.4478268
Issiglio,TORINO,Piemonte,Ai Prodi Soldati Issigliesi,"Monumento commemorativo, sacrario",2014,7.7518838,45.4466909
Ivrea,TORINO,Piemonte,Il Popolo di San Bernardo ai Suoi Caduti nella G,"Monumento commemorativo, sacrario",2014,7.880341,45.4335190999999
Ivrea,TORINO,Piemonte,Monumento Marinai d'Italia,"Monumento commemorativo, sacrario",2012,7.8745518,45.4657650999999
Lessolo,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.8142605,45.4751448999999
Lessolo,TORINO,Piemonte,Arduino Casale,"Monumento commemorativo, sacrario",2014,7.8161024,45.479284
Lessolo,TORINO,Piemonte,Gli Alpini a Tutti i Caduti,"Monumento commemorativo, sacrario",2014,7.8214592,45.4937844
Loranze',TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.81083,45.4418829
Massello,TORINO,Piemonte,Lapide commemorativa partigiano,Monumento,2015,7.0454172,44.9619497999999
Mattie,TORINO,Piemonte,Mattie ai suoi caduti,"Monumento commemorativo, sacrario",2015,7.1132259,45.1184675
Meana di Susa,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.0679257,45.1208893
Meana di Susa,TORINO,Piemonte,Danilo Di Luca,"Monumento commemorativo, sacrario",2014,7.0534055,45.0719830999999
Mercenasco,TORINO,Piemonte,Villate ai Suoi Caduti,"Monumento commemorativo, sacrario",2014,7.8423371,45.3554662
Meugliano,TORINO,Piemonte,Meugliano ai Caduti di Tutte le Guerre,"Monumento commemorativo, sacrario",2014,7.7797133,45.4901258
Mompantero,TORINO,Piemonte,De Giorgi Angelo,"Monumento commemorativo, sacrario",2015,7.0942236,45.152965
Moncalieri,TORINO,Piemonte,AVIS,Monumento,2015,7.6784195,44.9984107
Moncalieri,TORINO,Piemonte,A Vittorio Emanuele II,"Monumento commemorativo, sacrario",2015,7.680368,44.9998042
Moncalieri,TORINO,Piemonte,Pian del Redentore,Monumento,2010,7.7371274,45.0249061
Moncenisio,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,6.9836017,45.2051743
Moncenisio,TORINO,Piemonte,"Rumiano Pietro, Perottino Silvino, Perottino Cam","Monumento commemorativo, sacrario",2015,6.9676305,45.2032251999999
Orbassano,TORINO,Piemonte,Monumento ai caduti,Monumento,2009,7.535567,45.0060413
Orbassano,TORINO,Piemonte,Monumento ai caduti,Monumento,2009,7.5319531,45.007941
Orio Canavese,TORINO,Piemonte,,Monumento,2014,7.8594658,45.3278754999999
Orio Canavese,TORINO,Piemonte,Giuseppe Ponzetto,"Monumento commemorativo, sacrario",2014,7.8629044,45.3285771999999
Parella,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7880745,45.4283483999999
Parella,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7908343,45.4300872999999
Parella,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7975991,45.4300884
Parella,TORINO,Piemonte,Michele Ferretti,"Monumento commemorativo, sacrario",2014,7.7906908,45.4296896
Perosa Canavese,TORINO,Piemonte,Ai Caduti di Perosa Canavese,"Monumento commemorativo, sacrario",2014,7.8288471,45.3975747
Perrero,TORINO,Piemonte,Lapide al partigiano,Monumento,2015,7.1573084,44.9416058999999
Perrero,TORINO,Piemonte,Lapide partigiani,Monumento,2015,7.1546455,44.9404134999999
Perrero,TORINO,Piemonte,Monumento ai caduti della I Guerra Mondiale,Monumento,2015,7.1411758,44.9375332999999
Perrero,TORINO,Piemonte,Monumento al Generale Martinat,Monumento,2015,7.1133019,44.9385482
Pianezza,TORINO,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,7.5479807,45.0984298999999
Pianezza,TORINO,Piemonte,Monumento a Maria Bricca,Monumento,2014,7.5469342,45.0999373
Pinerolo,TORINO,Piemonte,Ai caduti,Monumento,2013,7.3348596,44.888061
Pinerolo,TORINO,Piemonte,Caduti,"Monumento commemorativo, sacrario",2013,7.3284585,44.8844143
Piossasco,TORINO,Piemonte,,Monumento,2013,7.4594365,44.9976313
Poirino,TORINO,Piemonte,Monumento ai caduti della Prima Guerra Mondiale,"Monumento commemorativo, sacrario",2013,7.8475557,44.9265639999999
Rivalta di Torino,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.5229591,45.032983
Rivalta di Torino,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,7.5241868,45.0284594999999
Rivoli,TORINO,Piemonte,Mafalda di Savoia,"Monumento commemorativo, sacrario",2014,7.5102797,45.0702742
Rivoli,TORINO,Piemonte,Milite Ignoto,"Monumento commemorativo, sacrario",2014,7.5197681,45.0694463999999
Rivoli,TORINO,Piemonte,Obelisco di Beccaria,Monumento,2013,7.5200278,45.0704143999999
Rivoli,TORINO,Piemonte,Vario Piol,"Monumento commemorativo, sacrario",2014,7.5092411,45.0697776
Romano Canavese,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.8684912,45.4018189
Romano Canavese,TORINO,Piemonte,Romano Canavese ai Suoi Caduti,"Monumento commemorativo, sacrario",2014,7.8677131,45.3913897999999
Rondissone,TORINO,Piemonte,Monumento ai caduti,Monumento,2012,7.9653993,45.2469053
Rubiana,TORINO,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,7.3825436,45.1777300999999
Rueglio,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7559331,45.4681143
Samone (TO),TORINO,Piemonte,Alpini d'Italia,"Monumento commemorativo, sacrario",2012,7.8472845,45.4510634999999
Samone (TO),TORINO,Piemonte,Monumento ai Caduti di Arc en Barrois,"Monumento commemorativo, sacrario",2012,7.8459139,45.4493174999999
San Giorgio Canavese,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7938899,45.3341317
San Giorgio Canavese,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7965798,45.3363532999999
San Giorgio Canavese,TORINO,Piemonte,Carlo Botta,"Monumento commemorativo, sacrario",2014,7.7959731,45.335151
San Martino Canavese,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.8043227,45.394345
San Martino Canavese,TORINO,Piemonte,Ai Caduti di San Martino,"Monumento commemorativo, sacrario",2014,7.8192763,45.3942782
San Martino Canavese,TORINO,Piemonte,A Ricordo dei Partigiano Actis M. Cesare e Picch,"Monumento commemorativo, sacrario",2014,7.8339337,45.3799989999999
San Maurizio Canavese,TORINO,Piemonte,Monumento ai caduti,"Monumento commemorativo, sacrario",2015,7.6548767,45.2026137
San Mauro Torinese,TORINO,Piemonte,Torre di Moncanino,Monumento,2015,7.7802442,45.1011073
Sant'Antonino di Susa,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,7.2726038,45.1071172999999
Scarmagno,TORINO,Piemonte,Ai Caduti della Guerra del 1915-1918,"Monumento commemorativo, sacrario",2014,7.8410726,45.3665816
Settimo Vittone,TORINO,Piemonte,Statua del Redentore,Monumento,2015,7.892982,45.5860004999999
Strambinello,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.7696568,45.423245
Susa,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.050009,45.1389185999999
Susa,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.0404893,45.1403097
Susa,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2015,7.046362,45.1414477
Susa,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2016,7.0430038,45.136107
Susa,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2016,7.0509289,45.1384024999999
Susa,TORINO,Piemonte,Ai Caduti dell'Aria,"Monumento commemorativo, sacrario",2015,7.0531609,45.138823
Susa,TORINO,Piemonte,Ai Paracadutisti d'Italia,"Monumento commemorativo, sacrario",2015,7.0529271,45.1388127999999
Susa,TORINO,Piemonte,A ricordo dei Carristi caduti sul Moncenisio,"Monumento commemorativo, sacrario",2014,7.044124,45.1368154
Susa,TORINO,Piemonte,Augusto Abegg,"Monumento commemorativo, sacrario",2015,7.0478769,45.1365941999999
Susa,TORINO,Piemonte,A.V.I.S.,"Monumento commemorativo, sacrario",2014,7.061177,45.1349567999999
Susa,TORINO,Piemonte,Beato monsignor Edoardo Giuseppe Rosaz,"Monumento commemorativo, sacrario",2014,7.0451757,45.1368993999999
Susa,TORINO,Piemonte,Caduti senza Croce,"Monumento commemorativo, sacrario",2014,7.043149,45.1361643999999
Susa,TORINO,Piemonte,Carlo Andrea Rana,"Monumento commemorativo, sacrario",2015,7.045105,45.1355039999999
Susa,TORINO,Piemonte,Emilio De Giorgis,"Monumento commemorativo, sacrario",2015,7.0459098,45.1355963
Susa,TORINO,Piemonte,Giuseppe Ponsero,"Monumento commemorativo, sacrario",2015,7.0487439,45.1352034
Susa,TORINO,Piemonte,La Valle di Susa ai caduti del mare,"Monumento commemorativo, sacrario",2015,7.0505262,45.1386483
Susa,TORINO,Piemonte,Luigi Scarafia,"Monumento commemorativo, sacrario",2015,7.0423025,45.1408583999999
Susa,TORINO,Piemonte,Mulassano Paolo,"Monumento commemorativo, sacrario",2014,7.0524598,45.1386954
Susa,TORINO,Piemonte,Norberto Rosa,"Monumento commemorativo, sacrario",2015,7.0472944,45.1356672
Torino,TORINO,Piemonte,,Monumento,2012,7.6397799,45.0097142999999
Torino,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.6348474,45.0685916999999
Torino,TORINO,Piemonte,,"Monumento commemorativo, sacrario",2014,7.6789525,45.0617238
Torino,TORINO,Piemonte,1706,Monumento,2014,7.6491451,45.0948725
Torino,TORINO,Piemonte,Ai caduti di Barca e Bertolla,Monumento,2015,7.7222284,45.0991628
Torino,TORINO,Piemonte,Ai caduti di Cefalonia e Corfù,Monumento,2015,7.6565864,45.0605309999999
Torino,TORINO,Piemonte,Ai Caduti di Nassirya,Monumento,2014,7.6517545,45.0461095
Torino,TORINO,Piemonte,Ai Caduti di tutte le guerre,Monumento,2014,7.7053687,45.1171671999999
Torino,TORINO,Piemonte,"Ai caduti di tutte le guerre, del lavoro, della",Monumento,2015,7.6353318,45.0568443
Torino,TORINO,Piemonte,Ai Caduti e Dispersi sul fronte russo,Monumento,2014,7.6493156,45.0783947999999
Torino,TORINO,Piemonte,Ai caduti per servizio istituzionale,Monumento,2015,7.6609402,45.0709104
Torino,TORINO,Piemonte,Ai caduti sul lavoro,Monumento,2015,7.6263054,45.0683152
Torino,TORINO,Piemonte,Al 3° Alpini,Monumento,2015,7.6846914,45.0505069
Torino,TORINO,Piemonte,Alessandro Borella,Monumento,2015,7.6825252,45.073681
Torino,TORINO,Piemonte,Alessandro Lamarmora,Monumento,2015,7.6766268,45.0709019
Torino,TORINO,Piemonte,Alla Pace,Monumento,2015,7.6468073,45.0172432
Torino,TORINO,Piemonte,All'Esercito Polacco,Monumento,2015,7.6755598,45.0369614
Torino,TORINO,Piemonte,Angelo Brofferio,Monumento,2015,7.6756849,45.0734879
Torino,TORINO,Piemonte,A Primo Nebiolo,Monumento,2014,7.633065,45.0588425999999
Torino,TORINO,Piemonte,Artigliere d'Italia,Monumento,2015,7.655898,45.0703145
Torino,TORINO,Piemonte,Camillo Benso Conte di Cavour,Monumento,2015,7.6889174,45.0662787999999
Torino,TORINO,Piemonte,Carlo Alberto,Monumento,2015,7.6863378,45.068677
Torino,TORINO,Piemonte,Carlo Felice Nicolis di Robilant,Monumento,2014,7.6892748,45.0631951
Torino,TORINO,Piemonte,Carlo Montù,Monumento,2015,7.6899599,45.0582123
Torino,TORINO,Piemonte,Casa di Emilio Salgari,"Monumento commemorativo, sacrario",2016,7.7253237,45.0701828999999
Torino,TORINO,Piemonte,Casimiro Teja,Monumento,2015,7.6826127,45.0735251999999
Torino,TORINO,Piemonte,Centenario dei bersaglieri,Monumento,2015,7.6771531,45.0712497999999
Torino,TORINO,Piemonte,Cesare Battisti,Monumento,2015,7.6845402,45.0507222999999
Torino,TORINO,Piemonte,Cesare Pavese,"Monumento commemorativo, sacrario",2015,7.6686129,45.0594924999999
Torino,TORINO,Piemonte,Colonna del Centenario,Monumento,2014,7.6716746,45.0286644999999
Torino,TORINO,Piemonte,Croce ai Caduti di Madonna di Campagna,Monumento,2014,7.6670893,45.1016819999999
Torino,TORINO,Piemonte,Edmondo De Amicis,Monumento,2015,7.6796126,45.063993
Torino,TORINO,Piemonte,Ernesto Balbo Bertone Conte di Sambuy,Monumento,2015,7.6793839,45.0633415
Torino,TORINO,Piemonte,Ettore De Sonnaz,Monumento,2015,7.6748678,45.0730555
Torino,TORINO,Piemonte,Fausto Coppi,Monumento,2015,7.7202656,45.0694084
Torino,TORINO,Piemonte,Federico Sclopis,"Monumento commemorativo, sacrario",2015,7.6810501,45.0728203999999
Torino,TORINO,Piemonte,Felice Govean,Monumento,2015,7.6765718,45.0492236999999
Torino,TORINO,Piemonte,Gigi Meroni,Monumento,2014,7.6700145,45.0591179999999
Torino,TORINO,Piemonte,Giovanni Battista Bottero,Monumento,2015,7.6828981,45.073573
Torino,TORINO,Piemonte,Giovanni Battista Cassinis,Monumento,2015,7.6751691,45.0723813
Torino,TORINO,Piemonte,"Giuseppe Alemanno, 1944","Monumento commemorativo, sacrario",2014,7.6774631,45.0630223
Torino,TORINO,Piemonte,Giuseppe Benedetto Cottolengo,Monumento,2015,7.6804543,45.0793016
Torino,TORINO,Piemonte,Giuseppe Cafasso,Monumento,2015,7.6757833,45.0788189
Torino,TORINO,Piemonte,Giuseppe Consul,Monumento,2014,7.649914,45.0363953
Torino,TORINO,Piemonte,Giuseppe Garibaldi,Monumento,2015,7.6928234,45.0606270999999
Torino,TORINO,Piemonte,Giuseppe La Farina,Monumento,2015,7.6763113,45.0677791
Torino,TORINO,Piemonte,Giuseppe Luigi Lagrange,Monumento,2015,7.6806196,45.0635000999999
Torino,TORINO,Piemonte,Giuseppe Mazzini,Monumento,2015,7.6841596,45.0638350999999
Torino,TORINO,Piemonte,Guglia Beccaria,Monumento,2014,7.6695819,45.0766490999999
Torino,TORINO,Piemonte,Guglielmo Marconi,Monumento,2015,7.6850465,45.0548319999999
Torino,TORINO,Piemonte,Gustavo Modena,Monumento,2015,7.6877,45.0632693
Torino,TORINO,Piemonte,Il Bersagliere,Monumento,2015,7.6738072,45.0692961
Torino,TORINO,Piemonte,Kossuth Lajos,Monumento,2015,7.686695,45.062944
Torino,TORINO,Piemonte,Lapide a Pinin Pacot,Monumento,2012,7.6889608,45.0633085999999
Torino,TORINO,Piemonte,Lapide commemorativa del Grande Torino,Monumento,2013,7.7690319,45.0810844
Torino,TORINO,Piemonte,Mahatma Gandhi,Monumento,2014,7.6893687,45.06273
Torino,TORINO,Piemonte,Massimo D'Azeglio,Monumento,2015,7.688039,45.0590645999999
Torino,TORINO,Piemonte,Moti del 1821,Monumento,2015,7.6770812,45.0570931999999
Torino,TORINO,Piemonte,Nicola Grosa,Monumento,2015,7.6615407,45.0707445
Torino,TORINO,Piemonte,Nino Costa,Monumento,2015,7.6911025,45.0581907999999
Torino,TORINO,Piemonte,Obelisco alle Leggi Siccardi,Monumento,2015,7.6773752,45.0749708999999
Torino,TORINO,Piemonte,Paolo Catone,Monumento,2014,7.6493648,45.035983
Torino,TORINO,Piemonte,Paolo Thaon di Revel,Monumento,2014,7.686836,45.0563442999999
Torino,TORINO,Piemonte,Pietro Micca,Monumento,2015,7.674281,45.0711279
Torino,TORINO,Piemonte,Pietro Paleocapa,Monumento,2015,7.6788503,45.0641374
Torino,TORINO,Piemonte,Quintino Sella,Monumento,2015,7.6847499,45.0542086999999
