favourite_count|retweet_count|created_at|tweet_cleaned|tweet_preprocessed
0.0|0|2021-05-17 05:47:00|hi Apple, can you integrate technology in the charging case of , I sometimes misplace my case no cr1632 needed|['hi', 'apple', 'integrate', 'technology', 'charge', 'case', 'sometimes', 'misplace', 'case', 'need']
0.0|0|2021-05-17 05:36:28|Why the FUCK do I have to put an airtag on my airpods omfg|['fuck', 'put', 'airtag', 'airpods', 'omfg']
0.0|0|2021-05-17 05:32:54|But what if the AirTag is on your Apple TV remote that is hiding inside your sofa?|['airtag', 'apple', 'tv', 'remote', 'hiding', 'inside', 'sofa']
0.0|0|2021-05-17 05:32:28|Video coming soon!|['video', 'come', 'soon']
0.0|0|2021-05-17 05:32:26|Giving ur gf a airtag necklace|['give', 'ur', 'gf', 'airtag', 'necklace']
0.0|0|2021-05-17 05:30:49|New YouTube video is live now go check it out if you have a spare mins Dont forget to like and subscribe It really helps the channel out|['new', 'youtube', 'video', 'live', 'go', 'check', 'spare', 'min', 'dont', 'forget', 'like', 'subscribe', 'really', 'help', 'channel']
0.0|0|2021-05-17 05:30:05|Put an AirTag on the bunny.|['put', 'airtag', 'bunny']
21.0|3|2021-05-17 05:20:37|Finally had some time to jump on the Airtag hacking bandwagon tonight. Thx to 's nRF52 Airtag glitching video, 's tweets, and &amp; 's detailed writeups!|['finally', 'time', 'jump', 'airtag', 'hack', 'bandwagon', 'tonight', 'thx', 'airtag', 'glitching', 'video', 'tweet', 'amp', 'detailed', 'writeups']
0.0|4|2021-05-17 05:19:59|"""Convenience comes at a potentially dangerous cost. Dropped covertly into someones bag or placed under the seat of their car, the can also serve as an inexpensive form of stalkerware."|['convenience', 'come', 'potentially', 'dangerous', 'cost', 'drop', 'covertly', 'someone', 'bag', 'place', 'seat', 'car', 'also', 'serve', 'inexpensive', 'form', 'stalkerware']
2.0|0|2021-05-17 05:15:35|plugs|['plug']
0.0|0|2021-05-17 05:12:08|Airtag|['airtag']
1.0|0|2021-05-17 05:09:41|Oh wow yeah aint no tracking nobody with an airtag|['oh', 'wow', 'yeah', 'aint', 'track', 'nobody', 'airtag']
0.0|0|2021-05-17 05:00:21|Are you constantly misplacing your keys? Keep track of those and find your items alongside friends and devices in the Find My app with the new Apple AirTag|['constantly', 'misplace', 'key', 'keep', 'track', 'find', 'item', 'alongside', 'friend', 'device', 'find', 'app', 'new', 'apple', 'airtag']
0.0|0|2021-05-17 04:59:28|So you're telling me I need a $30 dongle, i mean, adapter, I mean, keyring so the AirTag can be compatible with my keychain?|['tell', 'need', 'dongle', 'mean', 'adapter', 'mean', 'keyring', 'airtag', 'compatible', 'keychain']
0.0|0|2021-05-17 04:40:04|Accurately track your bags, keys and more with the new Apple AirTagsPrice: $29.99Link: a holder for your AirTags here as well:|['accurately', 'track', 'bag', 'key', 'new', 'apple', 'airtagsprice', 'holder', 'airtags', 'well']
0.0|0|2021-05-17 04:31:18|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
0.0|0|2021-05-17 03:59:19|Tape an airtag on it. Lol.|['tape', 'airtag', 'lol']
0.0|0|2021-05-17 03:58:52|I made an AirTag bike mount thats also a bicycle reflector via /r/bicycling|['make', 'airtag', 'bike', 'mount', 'thats', 'also', 'bicycle', 'reflector', 'via']
1.0|0|2021-05-17 03:55:41|they did surgery on an airtag|['surgery', 'airtag']
0.0|0|2021-05-17 03:53:33|There is a life inside your WiFi network that you may not know about.. but you can opt out..|['life', 'inside', 'wifi', 'network', 'may', 'know', 'opt']
0.0|0|2021-05-17 03:52:46|casi compro un Airtag para colgar en mi celular . literally worms for brains|['casi', 'compro', 'un', 'airtag', 'para', 'colgar', 'en', 'mi', 'celular', 'literally', 'worm', 'brain']
0.0|0|2021-05-17 03:48:32|Yea i saw these. I ordered the phone case that holds the airtag|['yea', 'saw', 'order', 'phone', 'case', 'hold', 'airtag']
0.0|0|2021-05-17 03:45:12|Why Apples new AirTag is a no-brainer purchase for owners|['apple', 'new', 'airtag', 'purchase', 'owner']
0.0|0|2021-05-17 03:40:26|I can't believe I was given an airtag so I'd be able to find my keys and now the airtag is missing lmao|['ca', 'believe', 'give', 'airtag', 'able', 'find', 'key', 'airtag', 'miss', 'lmao']
2.0|0|2021-05-17 03:34:00|AirTag hacked by security researchers days after it was released via|['airtag', 'hack', 'security', 'researcher', 'day', 'release', 'via']
1.0|0|2021-05-17 03:30:07|Maybe best to pay a bit more for the Leather Loop|['maybe', 'best', 'pay', 'bit', 'leather', 'loop']
0.0|0|2021-05-17 03:15:41|Friends what do you think about Apple Airtag comment below?|['friend', 'think', 'apple', 'airtag', 'comment']
0.0|0|2021-05-17 03:02:32|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
0.0|0|2021-05-17 02:55:24|Thought I misplaced something then I remember my airtag is attached to it|['thought', 'misplace', 'something', 'remember', 'airtag', 'attach']
1.0|0|2021-05-17 02:55:04|Need an AirTag for slippers, legit dont remember where I left them.|['need', 'airtag', 'slipper', 'legit', 'dont', 'remember', 'left']
0.0|0|2021-05-17 02:53:52|Everyones iPhone (assuming Bluetooth is enabled) is listening for AirTags. When it hears one, it uploads details of that tags identifier and the phones location to Apples servers. - How Apples AirTag turns us into unwitting spies in a...|['everyones', 'iphone', 'assume', 'bluetooth', 'enable', 'listen', 'airtags', 'hears', 'one', 'uploads', 'detail', 'tag', 'identifier', 'phone', 'location', 'apple', 'server', 'apple', 'airtag', 'turn', 'u', 'unwitting', 'spy']
0.0|0|2021-05-17 02:52:39|Pinche airtag cost less than the cover|['pinche', 'airtag', 'cost', 'less', 'cover']
0.0|0|2021-05-17 02:51:45|"Apples new AirTags can only work by tapping into an Apple-operated surveillance network in which millions of us are unwitting participants via |"|['apple', 'new', 'airtags', 'work', 'tap', 'surveillance', 'network', 'million', 'u', 'unwitting', 'participant', 'via']
0.0|0|2021-05-17 02:47:46|i impulsively bought an airtag for what idk but im sure ill need it|['impulsively', 'bought', 'airtag', 'idk', 'im', 'sure', 'ill', 'need']
0.0|0|2021-05-17 02:39:35|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
6.0|2|2021-05-17 02:36:13|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
0.0|0|2021-05-17 02:33:09|I thought about airtag as well. So useful in other settings. packs $99.|['thought', 'airtag', 'well', 'useful', 'setting', 'pack']
1.0|0|2021-05-17 02:22:35|Better buy this airtag before lose this new wallet. Literally would kill myself if I lost it since its a gift|['well', 'buy', 'airtag', 'lose', 'new', 'wallet', 'literally', 'would', 'kill', 'lose', 'since', 'gift']
0.0|0|2021-05-17 02:06:51|my keyring for my airtag still hasnt arrived and tape was agony so i did the next best thing and attached it using fishing line|['keyring', 'airtag', 'still', 'hasnt', 'arrive', 'tape', 'agony', 'next', 'best', 'thing', 'attach', 'use', 'fishing', 'line']
12.0|6|2021-05-17 02:01:35|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
1.0|2|2021-05-17 02:00:13|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
4.0|0|2021-05-17 01:59:46|while the airtag just has an arrow, this has a bubble effect around the tag itself so you can find it much much easier|['airtag', 'arrow', 'bubble', 'effect', 'around', 'tag', 'find', 'much', 'much', 'easy']
2.0|0|2021-05-17 01:58:33|New AppleTV remote should have an airtag built into it.|['new', 'appletv', 'remote', 'airtag', 'built']
0.0|0|2021-05-17 01:55:01|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
1.0|0|2021-05-17 01:54:09|Buying an AirTag for review...|['buying', 'airtag', 'review']
0.0|0|2021-05-17 01:48:06|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
0.0|0|2021-05-17 01:48:03|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
0.0|0|2021-05-17 01:47:39|How Apples AirTag turns us into unwitting spies in a vast surveillance network:|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
0.0|0|2021-05-17 01:45:27|The Guardian: How Apples AirTag turns us into unwitting spies in a vast surveillance network|['guardian', 'apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
1.0|0|2021-05-17 01:45:18|Me: Putting an AirTag on AirPods is dumb. Also me: I cant find my AirPods.|['put', 'airtag', 'airpods', 'dumb', 'also', 'cant', 'find', 'airpods']
0.0|0|2021-05-17 01:40:03|Accurately track your bags, keys and more with the new Apple AirTagsPrice: $29.99Link: a holder for your AirTags here as well:|['accurately', 'track', 'bag', 'key', 'new', 'apple', 'airtagsprice', 'holder', 'airtags', 'well']
0.0|0|2021-05-17 01:39:34|How Apples AirTag turns us into unwitting spies in a vast surveillance network: The tech giant says it has security safeguards in place. But these tracking devices can be hacked and put to other nefarious purposes Apple has launched the latest version|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network', 'tech', 'giant', 'say', 'security', 'safeguard', 'place', 'track', 'device', 'hack', 'put', 'nefarious', 'purpose', 'apple', 'launch', 'late', 'version']
0.0|3|2021-05-17 01:38:38|How Apples AirTag turns us into unwitting spies in a vast surveillance network|['apple', 'airtag', 'turn', 'u', 'unwitting', 'spy', 'vast', 'surveillance', 'network']
1.0|0|2021-05-17 01:32:35|Sure for your AirTag|['sure', 'airtag']
0.0|0|2021-05-17 01:26:29|Next big idea: airtag sniffer|['next', 'big', 'idea', 'airtag', 'sniffer']
0.0|0|2021-05-17 01:22:13|Apple AirTag hacked again free internet with no mobile data plan!|['apple', 'airtag', 'hack', 'free', 'internet', 'mobile', 'data', 'plan']
1.0|0|2021-05-17 01:18:44|Am I right the privacy features of the airtag it will tell you when you're wearing someone else's pants?|['right', 'privacy', 'feature', 'airtag', 'tell', 'wear', 'someone', 'else', 'pant']
1.0|0|2021-05-17 01:11:51|Convenience vs ... The Apple debate. 's breaks down the useful and concerning aspects of Apple's latest gadget.|['convenience', 'v', 'apple', 'debate', 'break', 'useful', 'concern', 'aspect', 'apple', 'late', 'gadget']
7.0|0|2021-05-17 01:00:38|Ive lost my AirPods twice. Each time it was when they were in the case so Find My didnt help. If there was a U1 always active like AirTag I could find them way easier.|['ive', 'lose', 'airpods', 'twice', 'time', 'case', 'find', 'didnt', 'help', 'always', 'active', 'like', 'airtag', 'could', 'find', 'way', 'easy']
0.0|0|2021-05-17 00:55:07|I think it is amazing. Could be better if showing the height but it saved my ass just yesterday couldnt hear anything it was so loud where I was but with uw it directed me to the airtag.|['think', 'amaze', 'could', 'well', 'show', 'height', 'save', 'as', 'yesterday', 'couldnt', 'hear', 'anything', 'loud', 'uw', 'direct', 'airtag']
2.0|0|2021-05-17 00:54:05|Girls aint stealing my backpack again next year! Got that Apple AirTag on its way|['girl', 'aint', 'steal', 'backpack', 'next', 'year', 'get', 'apple', 'airtag', 'way']
5.0|0|2021-05-17 00:53:14|store is here, please buy one and keep him out of trouble this summer|['store', 'please', 'buy', 'one', 'keep', 'trouble', 'summer']
1.0|0|2021-05-17 00:50:50|I asked a friend to drop an AirTag somewhere in town to see if I could find it.|['ask', 'friend', 'drop', 'airtag', 'somewhere', 'town', 'see', 'could', 'find']
3.0|0|2021-05-17 00:50:16|Parenting tip. When you go to Disneyland, put an AirTag in each childs pocket.Now if they wander off you can know exactly where they are.|['parent', 'tip', 'go', 'disneyland', 'put', 'airtag', 'child', 'wander', 'know', 'exactly']
1.0|0|2021-05-17 00:46:49|Whats the point of an Airtag?|['whats', 'point', 'airtag']
0.0|0|2021-05-17 00:40:43|I bought an AirTag and received it a week ago, but all the keychain accessories are on back order so basically its useless right now.|['bought', 'airtag', 'receive', 'week', 'ago', 'keychain', 'accessory', 'back', 'order', 'basically', 'useless', 'right']
17.0|1|2021-05-17 00:39:52|the wahoo cadence sensor holders double nicely as an AirTag keychain|['wahoo', 'cadence', 'sensor', 'holder', 'double', 'nicely', 'airtag', 'keychain']
1.0|0|2021-05-17 00:34:21|Are you being stalked with an AirTag? That's how you turn it off via|['stalk', 'airtag', 'turn', 'via']
26.0|0|2021-05-17 00:30:46|Im more curious about the AR Finder feature of Samsung SmartTag+ That leverage UWB to shown the exact location of the tracker on the camera instead of just directions like AirTag.|['im', 'curious', 'ar', 'finder', 'feature', 'samsung', 'leverage', 'uwb', 'show', 'exact', 'location', 'tracker', 'camera', 'instead', 'direction', 'like', 'airtag']
5.0|0|2021-05-17 00:28:53|To me, the thing that makes the AirTag % better than any other tracker is the iOS network. Everything else is just|['thing', 'make', 'airtag', 'well', 'tracker', 'io', 'network', 'everything', 'else']
470.0|6|2021-05-17 00:25:46|Perhaps this is just me, but I dont find the AirTag U1 chip to be all that useful. By the time the signal is strong enough to demonstrate direction its basically already line of sight.|['perhaps', 'dont', 'find', 'airtag', 'chip', 'useful', 'time', 'signal', 'strong', 'enough', 'demonstrate', 'direction', 'basically', 'already', 'line', 'sight']
0.0|0|2021-05-17 00:24:03|The question that comes to my mind is why? A researcher claims to hack AirTag so it points to the wrong website when scanned via|['question', 'come', 'mind', 'researcher', 'claim', 'hack', 'airtag', 'point', 'wrong', 'website', 'scan', 'via']
2.0|0|2021-05-17 00:22:28|My holder is a perfect fit (after using a heatgun to warm it up)|['holder', 'perfect', 'fit', 'use', 'heatgun', 'warm']
0.0|0|2021-05-17 00:18:02|Brb while I order an airtag|['brb', 'order', 'airtag']
2.0|0|2021-05-17 00:11:00|Bought yourself an Apple AirTag to track your purse, keys, wallet or briefcase? Here's how to set it up to make sure it works great and helps you find whatever you seek!|['bought', 'apple', 'airtag', 'track', 'purse', 'key', 'wallet', 'briefcase', 'set', 'make', 'sure', 'work', 'great', 'help', 'find', 'whatever', 'seek']
0.0|0|2021-05-17 00:09:36|Can someone buy me a airtag ?|['someone', 'buy', 'airtag']
0.0|0|2021-05-17 00:04:44|Why did my mom just call an a go me? What???|['mom', 'call', 'go']
0.0|0|2021-05-17 00:00:35|Specific Apple phones. Anyone know one that either works with or older|['specific', 'apple', 'phone', 'anyone', 'know', 'one', 'either', 'work', 'old']
1.0|0|2021-05-16 23:56:36|These people pick up my and then this happened! Watch at the end.|['people', 'pick', 'happen', 'watch', 'end']
0.0|0|2021-05-16 23:53:35|Mabo Jambo for IPhone lover's baby|['mabo', 'jambo', 'iphone', 'lover', 'baby']
0.0|0|2021-05-16 23:46:08|I fucking lost my wallet lol. Im forsure gonna need a airtag|['fuck', 'lose', 'wallet', 'lol', 'im', 'forsure', 'gon', 'na', 'need', 'airtag']
1.0|0|2021-05-16 23:31:07|Got Kovu an Apple AirTag so he can stunt like his daddy|['get', 'kovu', 'apple', 'airtag', 'stunt', 'like', 'daddy']
1.0|0|2021-05-16 23:23:15|I added a little note in the AirTag case with my name and number. So Im hoping to catch him today and start my experiment and get an idea where he goes. Stayed tuned for updates /|['add', 'little', 'note', 'airtag', 'case', 'name', 'number', 'im', 'hop', 'catch', 'today', 'start', 'experiment', 'get', 'idea', 'go', 'stayed', 'tune', 'update']
0.0|0|2021-05-16 23:23:15|Today I got an Apple AirTag which is designed to locate lost items like keys, but its been shown to be able to track unsuspecting people like spouses finding cheating spouses. So I decided why not track the cat? /|['today', 'get', 'apple', 'airtag', 'design', 'locate', 'lose', 'item', 'like', 'key', 'show', 'able', 'track', 'unsuspecting', 'people', 'like', 'spouse', 'find', 'cheat', 'spouse', 'decide', 'track', 'cat']
2.0|2|2021-05-16 23:05:02|Apple already by security researcher. Read how they did it.|['apple', 'already', 'security', 'researcher', 'read']
34.0|0|2021-05-16 23:03:25|i got an airtag for my dog but tbh i need a few for myself bc i lose everything|['get', 'airtag', 'dog', 'tbh', 'need', 'bc', 'lose', 'everything']
0.0|0|2021-05-16 23:01:36|We have welcomed into our lives an entire ecosystem of dubious tracking tools designed with minimal safeguards against abuse, writes PostOpinions|['welcome', 'life', 'entire', 'ecosystem', 'dubious', 'track', 'tool', 'design', 'minimal', 'safeguard', 'abuse', 'writes', 'postopinions']
3.0|0|2021-05-16 23:00:33|We have welcomed into our lives an entire ecosystem of dubious tracking tools designed with minimal safeguards against abuse, writes|['welcome', 'life', 'entire', 'ecosystem', 'dubious', 'track', 'tool', 'design', 'minimal', 'safeguard', 'abuse', 'writes']
0.0|0|2021-05-16 22:59:15|Oh, okay! Physical ones are usually easier lol|['oh', 'okay', 'physical', 'one', 'usually', 'easy', 'lol']
22.0|0|2021-05-16 22:56:41|My AirTag review:The AirTag is genius. The keychain bit is garbage.|['airtag', 'review', 'airtag', 'genius', 'keychain', 'bit', 'garbage']
3.0|0|2021-05-16 22:49:10|Tempted to order an AirTag for my old dog because she is deaf and we always lose her in the yard daily cause she cant hear us call her|['tempt', 'order', 'airtag', 'old', 'dog', 'deaf', 'always', 'lose', 'yard', 'daily', 'cause', 'cant', 'hear', 'u', 'call']
1.0|0|2021-05-16 22:45:43|again free with no data plan! (But, with small twist of latency issue)|['free', 'data', 'plan', 'small', 'twist', 'latency', 'issue']
0.0|0|2021-05-16 22:32:51|Security researcher successfully jailbreaks an Apple AirTag|['security', 'researcher', 'successfully', 'jailbreak', 'apple', 'airtag']
1.0|0|2021-05-16 22:26:04|I also closed my eyes and was not on a physical keyboard a onscreen one|['also', 'close', 'eye', 'physical', 'keyboard', 'onscreen', 'one']
1.0|0|2021-05-16 22:16:39|This is my nightmare. If youre an iPhone user, look into AirTags. I just bought a set for when I start traveling again. I hope your bag turns up!|['nightmare', 'youre', 'iphone', 'user', 'look', 'airtags', 'bought', 'set', 'start', 'travel', 'hope', 'bag', 'turn']
0.0|0|2021-05-16 22:13:16|IHU Silicone Shockproof PU Leather AirTag Case Shell Location Tracker Protector Keychain Hook, Bluetooth Finder Protective Cover, Keychain for Air Tags, Bluetooth Finder Case forAirtags|['ihu', 'silicone', 'shockproof', 'pu', 'leather', 'airtag', 'case', 'shell', 'location', 'tracker', 'protector', 'keychain', 'hook', 'bluetooth', 'finder', 'protective', 'cover', 'keychain', 'air', 'tag', 'bluetooth', 'finder', 'case', 'forairtags']
2.0|0|2021-05-16 21:58:42|When your fianc accidentally leaves her phone at home but theres an AirTag attached to her purse.|['fianc', 'accidentally', 'leaf', 'phone', 'home', 'there', 'airtag', 'attach', 'purse']
0.0|0|2021-05-16 21:57:48|Nice try!|['nice', 'try']
0.0|0|2021-05-16 21:47:13|Hey guys! I made a snazzy new video about my new AirTag Bike Reflector:|['hey', 'guy', 'make', 'snazzy', 'new', 'video', 'new', 'airtag', 'bike', 'reflector']
0.0|0|2021-05-16 21:43:45|What if someone has attached Airtag on my car without informing me, I dont use iPhone or later, suppose I m using Android from without UWB chip, will I be able to catch that Airtag? Or that person will keep tracking me?|['someone', 'attach', 'airtag', 'car', 'without', 'inform', 'dont', 'use', 'iphone', 'later', 'suppose', 'use', 'android', 'without', 'uwb', 'chip', 'able', 'catch', 'airtag', 'person', 'keep', 'track']
0.0|0|2021-05-16 21:37:19|One AirTag is klippa,|['one', 'airtag', 'klippa']
0.0|0|2021-05-16 21:30:21|AirTag + O.M.G cable code|['airtag', 'cable', 'code']
0.0|0|2021-05-16 21:20:21|Minutes : Apple Event: Desktops &amp; Tablets Converge, Cord-Cutting, &amp; Find Anything|['minute', 'apple', 'event', 'desktop', 'amp', 'tablet', 'converge', 'amp', 'find', 'anything']
1.0|0|2021-05-16 21:15:01|Apple AirTag Spills Its Secrets|['apple', 'airtag', 'spill', 'secret']
4.0|1|2021-05-16 21:07:40|JJ AirTag|['jj', 'airtag']
0.0|0|2021-05-16 20:53:51|NEW AirTag Tracking Chips are in stock!Grab for $29!Accessories $5 --&gt; - Built-in speaker to help find your things- Find items further away w/ help of other devices in the Find My network|['new', 'airtag', 'track', 'chip', 'stock', 'grab', 'accessory', 'gt', 'speaker', 'help', 'find', 'find', 'item', 'away', 'help', 'device', 'find', 'network']
16.0|1|2021-05-16 20:53:45|NEW Apple AirTag Tracking Chips are in stock!Grab for $29! $5 --&gt; Built-in speaker to help find your things- Find items further away w/ help of other Apple devices in the Find My network|['new', 'apple', 'airtag', 'track', 'chip', 'stock', 'grab', 'gt', 'speaker', 'help', 'find', 'find', 'item', 'away', 'help', 'apple', 'device', 'find', 'network']
0.0|0|2021-05-16 20:52:04|Finding keys differs from tracking millions of parts in a plant. AirTag finds keys. AirFinder optimizes your plant.|['find', 'key', 'differs', 'track', 'million', 'part', 'plant', 'airtag', 'find', 'key', 'airfinder', 'optimizes', 'plant']
1.0|0|2021-05-16 20:41:22|y'all tryna hide a rose quartz in my car i'm putting an Apple Airtag in yo purse|['tryna', 'hide', 'rise', 'quartz', 'car', 'put', 'apple', 'airtag', 'yo', 'purse']
0.0|0|2021-05-16 20:36:43|Video of an AirTag test for a simulated bike theft - to5Mac|['video', 'airtag', 'test', 'simulated', 'bike', 'theft']
1.0|0|2021-05-16 20:34:15|Lack of family sharing hinder Apple AirTags potential compare to|['lack', 'family', 'share', 'hinder', 'apple', 'airtags', 'potential', 'compare']
5.0|0|2021-05-16 20:33:22|Imma put an AirTag on a kid, and release it into the wild|['imma', 'put', 'airtag', 'kid', 'release', 'wild']
2.0|0|2021-05-16 20:33:02|What if you never lost anything ever again?|['never', 'lose', 'anything', 'ever']
0.0|0|2021-05-16 20:31:09|I have an extra airtag, take it or leave it|['extra', 'airtag', 'take', 'leave']
8.0|0|2021-05-16 20:24:59|It's a bit of a tight fit, but it is technically possible to put a sticker from my (unreleased, prototype) Mutant Standard sticker sheet on an AirTag.|['bit', 'tight', 'fit', 'technically', 'possible', 'put', 'sticker', 'unreleased', 'prototype', 'mutant', 'standard', 'sticker', 'sheet', 'airtag']
0.0|0|2021-05-16 20:24:25|We put to the - here's what happened -|['put', 'happen']
0.0|2|2021-05-16 20:21:58|Cute hack of the Apple protocol for low-bps high-latency comms. Not useful for work but could be interesting vector for spy gear trying to hide their comms.|['cute', 'hack', 'apple', 'protocol', 'comms', 'useful', 'work', 'could', 'interest', 'vector', 'spy', 'gear', 'try', 'hide', 'comms']
0.0|0|2021-05-16 20:20:06|Thanos: Fine Ill do it myself!|['thanos', 'fine', 'ill']
1.0|0|2021-05-16 20:19:13|"on latest iPhones it takes ""a few hours,"" beeping happens after ""about three days"""|['late', 'iphones', 'take', 'hour', 'beep', 'happens', 'three', 'day']
1.0|0|2021-05-16 20:19:12|In the presentation it said that if someone elses airtag was following without its owner present you it would be notified almost immediately|['presentation', 'say', 'someone', 'el', 'airtag', 'follow', 'without', 'owner', 'present', 'would', 'notify', 'almost', 'immediately']
0.0|2|2021-05-16 19:58:20|Bits - , , , ://|['bit']
0.0|0|2021-05-16 19:54:28|Im waiting for an AirPod case with AirTag functionality built in|['im', 'wait', 'airpod', 'case', 'airtag', 'functionality', 'built']
0.0|0|2021-05-16 19:54:25|Apple AirTag hacked again free internet with no mobile data plan!|['apple', 'airtag', 'hack', 'free', 'internet', 'mobile', 'data', 'plan']
1.0|0|2021-05-16 19:53:18|Yup! And my AirTag arrived days sooner than the Store predicted.|['yup', 'airtag', 'arrive', 'day', 'sooner', 'store', 'predict']
0.0|0|2021-05-16 19:50:56|Spacex is outfitting its Dragon spacecraft with an AirTag.|['spacex', 'outfit', 'dragon', 'spacecraft', 'airtag']
1.0|0|2021-05-16 19:48:00|Hold on, will an airtag used to track an android user alert them to being tracked?|['hold', 'airtag', 'use', 'track', 'android', 'user', 'alert', 'tracked']
1.0|0|2021-05-16 19:46:24|If you have to worry about that get a gps tracker, AirTag, or just leave her!|['worry', 'get', 'gps', 'tracker', 'airtag', 'leave']
0.0|0|2021-05-16 19:45:03|Accurately track your bags, keys and more with the new Apple AirTagsPrice: $29.99Link: a holder for your AirTags here as well:|['accurately', 'track', 'bag', 'key', 'new', 'apple', 'airtagsprice', 'holder', 'airtags', 'well']
0.0|0|2021-05-16 19:44:30|Leather Protective Sleeve Case Cover For Apple Airtag Tracker Location Protector For Iphone Airtags Keychain SmartAccessories|['leather', 'protective', 'sleeve', 'case', 'cover', 'apple', 'airtag', 'tracker', 'location', 'protector', 'iphone', 'airtags', 'keychain', 'smartaccessories']
2.0|0|2021-05-16 19:43:00|i'm gonna get an airtag for my dog so if she ever get lost i'll know exactly where to find her|['gon', 'na', 'get', 'airtag', 'dog', 'ever', 'get', 'lose', 'know', 'exactly', 'find']
0.0|0|2021-05-16 19:30:16|well they've existed for many years already, think TrackR that barely made a blip with the public, which changes with Apple promoting their version. their only hope is if they share the database of AirTag owners with authorities.|['well', 'exist', 'many', 'year', 'already', 'think', 'trackr', 'barely', 'make', 'blip', 'public', 'change', 'apple', 'promote', 'version', 'hope', 'share', 'database', 'airtag', 'owner', 'authority']
0.0|0|2021-05-16 19:26:09|Yeah im getting an airtag for my wallet cause aint no way I lost this mf|['yeah', 'im', 'get', 'airtag', 'wallet', 'cause', 'aint', 'way', 'lose', 'mf']
0.0|0|2021-05-16 19:21:39|Today I D modelled and printed AirTag case for my backpack|['today', 'model', 'print', 'airtag', 'case', 'backpack']
0.0|0|2021-05-16 19:17:00|New Apple AirTag for $29.99|['new', 'apple', 'airtag']
3.0|0|2021-05-16 19:10:37|Im buying the Apple AirTag for my dog.|['im', 'buying', 'apple', 'airtag', 'dog']
0.0|0|2021-05-16 19:10:01|bookofjoe: Sending an Apple AirTag by mail to myself in the Netherlands. How well does the AirTag work outside?|['bookofjoe', 'send', 'apple', 'airtag', 'mail', 'netherlands', 'well', 'airtag', 'work', 'outside']
1.0|1|2021-05-16 19:10:00|Chipolo ONE Spot With Keyring Hole Offers Cheaper AirTag Alternative|['chipolo', 'one', 'spot', 'keyring', 'hole', 'offer', 'cheaper', 'airtag', 'alternative']
0.0|1|2021-05-16 19:01:42|Best AirTag accessories : Key chains, straps, and mounts ZDNet|['best', 'airtag', 'accessory', 'key', 'chain', 'strap', 'mount', 'zdnet']
0.0|0|2021-05-16 19:00:15|AirTag jailbreak -&gt; so quickly after release|['airtag', 'jailbreak', 'gt', 'quickly', 'release']
2.0|1|2021-05-16 19:00:10|Best AirTag accessories : Key chains, straps, and mounts|['best', 'airtag', 'accessory', 'key', 'chain', 'strap', 'mount']
0.0|0|2021-05-16 18:46:40|"Apple Airtag unboxing / review |GB|"|['apple', 'airtag', 'unbox', 'review']
0.0|0|2021-05-16 18:44:58|"Apple Airtag unboxing / review |GB|"|['apple', 'airtag', 'unbox', 'review']
1.0|1|2021-05-16 18:41:00|If you lose your keys, the remote, and other things on a regular basis, you need to check this out.|['lose', 'key', 'remote', 'thing', 'regular', 'basis', 'need', 'check']
0.0|0|2021-05-16 18:39:24|I have an AirTag problem|['airtag', 'problem']
0.0|0|2021-05-16 18:38:56|Finna purchase an Apple Airtag|['finna', 'purchase', 'apple', 'airtag']
0.0|0|2021-05-16 18:36:29|Why are all the Airtag keychains so fucking huge.|['airtag', 'keychains', 'fuck', 'huge']
2.0|0|2021-05-16 18:36:06|gonna airtag my shit|['gon', 'na', 'airtag', 'shit']
